Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Num,HBIPS-3 Measure Description,HBIPS-3 Overall Num,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-2/-2a Measure Description,SUB-2 Denominator,TOB-2/-2a Measure_Desc,TOB-2 Denominator,FUH Measure Description,FUH-30 %,READM-30-IPF Measure Desc,READM-30-IPF Category,Location
364042,"TEN LAKES CENTER, LLC","819 NORTH FIRST STREET, 3RD FLOOR",DENNISON,OH,44621,TUSCARAWAS,Hours of physical-restraint use,Not Available,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,83.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"819 NORTH FIRST STREET, 3RD FLOOR DENNISON, OH 44621 (40.401464, -81.335874)"
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,Hours of physical-restraint use,63.03,Hours of seclusion use,17.28,Patients discharged on multiple antipsychotic medications with appropriate justification,67,Alcohol use brief intervention provided or offered,54,Tobacco use treatment provided or offered,184,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1425 PORTLAND AVENUE ROCHESTER, NY 14621 (43.192542, -77.584424)"
194091,OCEANS BEHAVIORAL HOSPITAL OF KENTWOOD,921 AVENUE G,KENTWOOD,LA,70444,TANGIPAHOA,Hours of physical-restraint use,0,Hours of seclusion use,2.78,Patients discharged on multiple antipsychotic medications with appropriate justification,30,Alcohol use brief intervention provided or offered,26,Tobacco use treatment provided or offered,197,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"921 AVENUE G KENTWOOD, LA 70444 (30.936629, -90.529535)"
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,8096,GLOUCESTER,Hours of physical-restraint use,43.4,Hours of seclusion use,2.75,Patients discharged on multiple antipsychotic medications with appropriate justification,14,Alcohol use brief intervention provided or offered,120,Tobacco use treatment provided or offered,337,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"509 N BROAD ST WOODBURY, NJ 08096 (39.843556, -75.149023)"
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,LINDEN,TN,37096,PERRY,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2718 SQUIRREL HOLLOW DRIVE LINDEN, TN 37096 (35.591854, -87.862909)"
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,MERCER,Hours of physical-restraint use,29.62,Hours of seclusion use,51.25,Patients discharged on multiple antipsychotic medications with appropriate justification,20,Alcohol use brief intervention provided or offered,77,Tobacco use treatment provided or offered,371,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,29.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"122 12TH STREET PRINCETON, WV 24740 (37.362458, -81.113097)"
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,MARSHALL,MN,56258,LYON,Hours of physical-restraint use,20.98,Hours of seclusion use,10.72,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol use brief intervention provided or offered,98,Tobacco use treatment provided or offered,188,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"300 SOUTH BRUCE STREET MARSHALL, MN 56258 (44.447634, -95.776185)"
454123,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,302 GOBBLERS KNOB RD,LUFKIN,TX,75904,ANGELINA,Hours of physical-restraint use,0.23,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,25,Tobacco use treatment provided or offered,107,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"302 GOBBLERS KNOB RD LUFKIN, TX 75904 (31.306558, -94.745631)"
330009,BRONX HEALTH SYSTEM,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,Hours of physical-restraint use,295.72,Hours of seclusion use,81.92,Patients discharged on multiple antipsychotic medications with appropriate justification,57,Alcohol use brief intervention provided or offered,168,Tobacco use treatment provided or offered,220,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"1276 FULTON AVENUE BRONX, NY 10456 (40.83175, -73.903756)"
334003,ST LAWRENCE PSYCH CENTER,ONE CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669,ST. LAWRENCE,Hours of physical-restraint use,31.93,Hours of seclusion use,37.43,Patients discharged on multiple antipsychotic medications with appropriate justification,24,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,Hours of physical-restraint use,410,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,337,Tobacco use treatment provided or offered,134,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,PLYMOUTH,Hours of physical-restraint use,14.58,Hours of seclusion use,0.75,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,143,Tobacco use treatment provided or offered,328,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"680 CENTER STREET BROCKTON, MA 02302 (42.08621, -70.991083)"
54152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,"2250 SOQUEL AVENUE, SUITE 150",SANTA CRUZ,CA,95062,SANTA CRUZ,Hours of physical-restraint use,33.79,Hours of seclusion use,147.33,Patients discharged on multiple antipsychotic medications with appropriate justification,142,Alcohol use brief intervention provided or offered,281,Tobacco use treatment provided or offered,158,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2250 SOQUEL AVENUE, SUITE 150 SANTA CRUZ, CA 95062 (36.983527, -121.994112)"
370057,MUSCOGEE (CREEK) NATION MEDICAL CENTER,1401 MORRIS DRIVE,OKMULGEE,OK,74447,OKMULGEE,Hours of physical-restraint use,Not Available,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,276,Alcohol use brief intervention provided or offered,26,Tobacco use treatment provided or offered,81,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,15.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1401 MORRIS DRIVE OKMULGEE, OK 74447 (35.610523, -95.952546)"
450015,PARKLAND HEALTH & HOSPITAL SYSTEM,5200 HARRY HINES BLVD,DALLAS,TX,75235,DALLAS,Hours of physical-restraint use,74.06,Hours of seclusion use,643.58,Patients discharged on multiple antipsychotic medications with appropriate justification,43,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,96,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"5200 HARRY HINES BLVD DALLAS, TX 75235 (32.811798, -96.836981)"
44022,CONWAY BEHAVIORAL HEALTH,2255 STURGIS ROAD,CONWAY,AR,72034,FAULKNER,Hours of physical-restraint use,7.85,Hours of seclusion use,6.92,Patients discharged on multiple antipsychotic medications with appropriate justification,17,Alcohol use brief intervention provided or offered,226,Tobacco use treatment provided or offered,248,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,UPSON,Hours of physical-restraint use,0,Hours of seclusion use,1.62,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,23,Tobacco use treatment provided or offered,50,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,"801 W GORDON STREET THOMASTON, GA 30286 (32.887252, -84.336109)"
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,ALLEN,Hours of physical-restraint use,130.51,Hours of seclusion use,3.92,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"700 BROADWAY FORT WAYNE, IN 46802 (41.078891, -85.148873)"
320001,UNIVERSITY OF NEW MEXICO HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,Hours of physical-restraint use,114.37,Hours of seclusion use,109.88,Patients discharged on multiple antipsychotic medications with appropriate justification,23,Alcohol use brief intervention provided or offered,62,Tobacco use treatment provided or offered,227,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2211 LOMAS BOULEVARD NE ALBUQUERQUE, NM 87106 (35.087483, -106.618148)"
340091,"MOSES H. CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,GUILFORD,Hours of physical-restraint use,10.63,Hours of seclusion use,11.15,Patients discharged on multiple antipsychotic medications with appropriate justification,14,Alcohol use brief intervention provided or offered,172,Tobacco use treatment provided or offered,439,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1200 N ELM ST GREENSBORO, NC 27401 (36.090652, -79.788815)"
